ano,cnpj
2023,6001752000153
2023,6001970000198
2023,6002060000120
2023,6002074000143
2023,6002165000189
2023,6002185000150
2023,6002188000193
2023,6002233000100
2023,6002404000109
2023,6002482000103
2023,6002532000144
2023,6002819000174
2023,6002872000175
2023,6003007000143
2023,6003046000140
2023,6003203000118
2023,6003796000112
2023,6003804000120
2023,6003969000100
2023,6004299000139
2023,6004405000184
2023,6004471000154
2023,6004476000187
2023,6004566000178
2023,6004602000101
2023,6004604000192
2023,6004775000111
2023,6004813000136
2023,6004860000180
2023,6005007000182
2023,6005477000146
2023,6005858000125
2023,6006378000189
2023,6006380000158
2023,6006437000119
2023,6006532000112
2023,6006674000180
2023,6006677000113
2023,6006848000104
2023,6006931000183
2023,6006969000156
2023,6007003000133
2023,6007010000135
2023,6007033000140
2023,6007131000187
2023,6007189000120
2023,6007487000110
2023,6007513000100
2023,6007583000169
2023,6007683000195
2023,6007687000173
2023,6007800000110
2023,6008005000147
2023,6008009000125
2023,6008085000130
2023,6008390000122
2023,6008462000131
2023,6008699000112
2023,6009035000178
2023,6009206000169
2023,6009216000102
2023,6009235000120
2023,6009289000196
2023,6009523000185
2023,6009651000129
2023,6009787000139
2023,6009844000180
2023,6009865000103
2023,6009921000100
2023,6010210000147
2023,6010428000100
2023,6010434000159
2023,6010457000163
2023,6010802000169
2023,6010856000124
2023,6010876000103
2023,6010890000107
2023,6010992000114
2023,6011026000111
2023,6011321000178
2023,6011335000191
2023,6011465000124
2023,6011532000100
2023,6011542000146
2023,6011685000158
2023,6011849000147
2023,6011917000178
2023,6012150000100
2023,6012414000117
2023,6012432000107
2023,6012466000193
2023,6012469000127
2023,6012510000165
2023,6012589000124
2023,6012643000131
2023,6012701000127
2023,6012825000102
2023,6012849000161
2023,6012871000101
2023,6012978000150
2023,6013019000159
2023,6013094000110
2023,6013569000178
2023,6013575000125
2023,6013760000110
2023,6013781000135
2023,6013812000158
2023,6013846000142
2023,6013968000139
2023,6014193000116
2023,6014528000104
2023,6014634000180
2023,6014742000152
2023,6014934000169
2023,6014959000162
2023,6015231000155
2023,6015377000109
2023,6015395000182
2023,6015519000120
2023,6015530000190
2023,6015586000144
2023,6015595000135
2023,6015748000144
2023,6015755000146
2023,6015859000150
2023,6015885000189
2023,6015913000168
2023,6016001000100
2023,6016215000187
2023,6016328000182
2023,6016348000153
2023,6016361000102
2023,6016401000116
2023,6016494000189
2023,6016605000157
2023,6017252000100
2023,6017398000155
2023,6017510000158
2023,6017556000177
2023,6017661000106
2023,6017770000123
2023,6017833000141
2023,6017870000150
2023,6017891000175
2023,6018000000103
2023,6018086000166
2023,6018209000169
2023,6018299000198
2023,6018322000144
2023,6018430000117
2023,6018718000191
2023,6018877000196
2023,6019070000178
2023,6019088000170
2023,6019424000184
2023,6019444000155
2023,6019519000106
2023,6019563000108
2023,6019570000100
2023,6019835000170
2023,6019992000185
2023,6020049000192
2023,6020120000137
2023,6020126000104
2023,6020141000152
2023,6020142000105
2023,6020162000178
2023,6020254000158
2023,6020276000118
2023,6020296000199
2023,6020318000110
2023,6020393000181
2023,6020417000100
2023,6020468000124
2023,6020521000197
2023,6020559000160
2023,6020740000176
2023,6020811000130
2023,6020909000198
2023,6021077000124
2023,6021169000104
2023,6021542000127
2023,6021578000100
2023,6021623000127
2023,6021781000187
2023,6021902000190
2023,6022041000165
2023,6022292000140
2023,6022327000140
2023,6022455000194
2023,6022456000139
2023,6022604000115
2023,6022616000140
2023,6022759000151
2023,6022897000130
2023,6022961000183
2023,6022984000198
2023,6023041000180
2023,6023252000112
2023,6023259000134
2023,6023343000158
2023,6023421000114
2023,6023461000166
2023,6023559000113
2023,6023566000115
2023,6023729000160
2023,6023740000120
2023,6023743000163
2023,6023804000192
2023,6023805000137
2023,6023883000131
2023,6023906000108
2023,6023921000156
2023,6023924000190
2023,6024240000102
2023,6024309000106
2023,6024357000196
2023,6024789000105
2023,6024985000171
2023,6025048000130
2023,6025094000210
2023,6025133000107
2023,6025418000130
2023,6025461000103
2023,6025608000157
2023,6025632000196
2023,6025668000170
2023,6025765000162
2023,6025880000137
2023,6026127000166
2023,6026372000173
2023,6026570000137
2023,6026577000159
2023,6026658000159
2023,6026707000153
2023,6026708000106
2023,6027073000153
2023,6027115000156
2023,6027168000177
2023,6027662000131
2023,6027782000139
2023,6027816000195
2023,6028064000187
2023,6028137000130
2023,6028154000178
2023,6028413000160
2023,6028587000123
2023,6028733000110
2023,6028932000129
2023,6029068000180
2023,6029385000104
2023,6029597000183
2023,6029690000198
2023,6029745000160
2023,6029766000185
2023,6029778000100
2023,6029785000101
2023,6029901000192
2023,6029984000110
2023,6030140000199
2023,6030279000132
2023,6030377000170
2023,6030413000103
2023,6030459000114
2023,6030494000133
2023,6030499000166
2023,6030520000123
2023,6030687000194
2023,6030700000105
2023,6030747000179
2023,6030751000137
2023,6030908000124
2023,6031060000158
2023,6031184000133
2023,6031187000177
2023,6031432000146
2023,6031440000192
2023,6031591000140
2023,6031665000149
2023,6031681000131
2023,6031727000112
2023,6031802000145
2023,6031907000102
2023,6031962000194
2023,6032022000110
2023,6032070000108
2023,6032574000128
2023,6032602000107
2023,6032628000155
2023,6032643000101
2023,6032704000122
2023,6032719000190
2023,6032732000140
2023,6032884000142
2023,6032959000195
2023,6033080000168
2023,6033103000134
2023,6033160000113
2023,6033247000190
2023,6033403000113
2023,6033405000102
2023,6033503000140
2023,6033739000186
2023,6033761000126
2023,6033835000124
2023,6034119000161
2023,6034420000175
2023,6034509000131
2023,6034559000119
2023,6034577000109
2023,6034665000100
2023,6034682000130
2023,6034699000278
2023,6034719000120
2023,6034767000118
2023,6034782000166
2023,6034798000179
2023,6034927000129
2023,6034951000168
2023,6035113000109
2023,6035169000163
2023,6035419000165
2023,6035439000136
2023,6035449000171
2023,6035530000151
2023,6035543000120
2023,6035621000197
2023,6035774000304
2023,6035926000107
2023,6036136000138
2023,6036269000104
2023,6036316000110
2023,6036371000100
2023,6036387000112
2023,6036443000119
2023,6036577000130
2023,6036618000198
2023,6036786000183
2023,6036939000192
2023,6036986000136
2023,6037082000125
2023,6037585000109
2023,6037638000183
2023,6037853000184
2023,6037970000148
2023,6038204000106
2023,6038254000185
2023,6038309000157
2023,6038330000152
2023,6038560000111
2023,6038610000160
2023,6038770000100
2023,6038907000126
2023,6038990000133
2023,6039244000164
2023,6039256000199
2023,6039438000160
2023,6039498000182
2023,6039615000108
2023,6039758000110
2023,6039805000125
2023,6040030000108
2023,6040046000110
2023,6040290000183
2023,6040478000121
2023,6040524000192
2023,6040559000121
2023,6040859000100
2023,6040979000108
2023,6041066000106
2023,6041306000172
2023,6041356000150
2023,6041592000176
2023,6041725000104
2023,6041950000140
2023,6041992000181
2023,6042123000171
2023,6042467000180
2023,6042545000147
2023,6042596000179
2023,6042651000120
2023,6042681000137
2023,6042792000143
2023,6042890000180
2023,6042917000135
2023,6043028000192
2023,6043050000132
2023,6043069000189
2023,6043130000198
2023,6043135000110
2023,6043492000189
2023,6043522000157
2023,6043539000104
2023,6043639000130
2023,6043650000109
2023,6043687000129
2023,6043709000150
2023,6043724000107
2023,6043836000150
2023,6044151000128
2023,6044287000138
2023,6044324000108
2023,6044488000135
2023,6044537000130
2023,6044551000133
2023,6044554000177
2023,6044573000101
2023,6044657000137
2023,6044698000808
2023,6044699000178
2023,6044724000113
2023,6044730000170
2023,6044758000108
2023,6044783000191
2023,6044995000179
2023,6045171000113
2023,6045416000102
2023,6045499000130
2023,6045777000159
2023,6045805000138
2023,6045876000130
2023,6045903000175
2023,6045968000110
2023,6046334000182
2023,6046566000130
2023,6046606000144
2023,6046699000107
2023,6046847000193
2023,6047087000139
2023,6047376000138
2023,6047418000130
2023,6047626000130
2023,6047718000110
2023,6047804000122
2023,6047857000143
2023,6047972000118
2023,6048238000173
2023,6048328000164
2023,6048417000100
2023,6048466000143
2023,6048486000114
2023,6048619000152
2023,6048693000179
2023,6048777000102
2023,6048962000105
2023,6049153000100
2023,6049251000147
2023,6049410000103
2023,6049744000187
2023,6049933000150
2023,6049974000146
2023,6050174000145
2023,6050184000180
2023,6050189000103
2023,6050258000189
2023,6050322000121
2023,6050449000140
2023,6050503000158
2023,6050507000136
2023,6050724000126
2023,6050817000150
2023,6050952000104
2023,6051008000163
2023,6051223000164
2023,6051344000106
2023,6051443000198
2023,6051562000140
2023,6051661000122
2023,6051997000195
2023,6052003000155
2023,6052104000126
2023,6052196000144
2023,6052336000184
2023,6052373000192
2023,6052530000160
2023,6052684000151
2023,6052698000175
2023,6052747000170
2023,6052884000104
2023,6053009000147
2023,6053202000188
2023,6053214000102
2023,6053269000112
2023,6053329000105
2023,6053345000190
2023,6053436000125
2023,6053437000170
2023,6053448000150
2023,6053614000118
2023,6053776000156
2023,6053779000190
2023,6053951000105
2023,6054012000185
2023,6054101000121
2023,6054120000158
2023,6054170000135
2023,6054599000122
2023,6054626000167
2023,6054647000182
2023,6054727000138
2023,6054730000151
2023,6054754000100
2023,6054882000154
2023,6054959000196
2023,6054966000198
2023,6055029000157
2023,6055045000140
2023,6055238000109
2023,6055440000122
2023,6055561000174
2023,6055850000173
2023,6056163000172
2023,6056462000107
2023,6056560000144
2023,6056748000192
2023,6056878000125
2023,6057161000106
2023,6057193000101
2023,6057223000171
2023,6057338000166
2023,6057371000196
2023,6057486000180
2023,6057646000191
2023,6057815000193
2023,6057892000143
2023,6057911000131
2023,6058018000120
2023,6058159000143
2023,6058161000112
2023,6058231000132
2023,6058434000129
2023,6058454000108
2023,6058579000120
2023,6058599000109
2023,6058857000149
2023,6058877000110
2023,6058943000151
2023,6059077000113
2023,6059207000118
2023,6059241000192
2023,6059439000176
2023,6059669000135
2023,6059733000188
2023,6059839000181
2023,6059937000119
2023,6059949000143
2023,6059962000100
2023,6060124000149
2023,6060167000124
2023,6060365000198
2023,6060491000142
2023,6060722000118
2023,6060759000146
2023,6060809000195
2023,6060905000133
2023,6060908000177
2023,6060916000113
2023,6060921000126
2023,6060923000115
2023,6060976000136
2023,6061115000172
2023,6061127000105
2023,6061146000123
2023,6061275000111
2023,6061607000168
2023,6061646000165
2023,6061742000103
2023,6061787000188
2023,6062083000120
2023,6062115000197
2023,6062276000180
2023,6062510000170
2023,6062570000192
2023,6062742000128
2023,6062838000196
2023,6062873000105
2023,6062876000149
2023,6062902000139
2023,6063219000116
2023,6063471000125
2023,6063563000105
2023,6063672000122
2023,6063684000157
2023,6063709000112
2023,6063737000130
2023,6063924000113
2023,6064046000150
2023,6064114000181
2023,6064147000121
2023,6064153000189
2023,6064202000183
2023,6064229000176
2023,6064377000190
2023,6064435000186
2023,6064453000168
2023,6064639000117
2023,6064658000143
2023,6064714000140
2023,6064727000119
2023,6064795000188
2023,6064800000152
2023,6064924000138
2023,6065152000159
2023,6065256000163
2023,6065332000130
2023,6065605000147
2023,6065614000138
2023,6065738000113
2023,6065831000128
2023,6065884000149
2023,6065893000130
2023,6065895000129
2023,6065926000141
2023,6065934000198
2023,6066059000169
2023,6066224000182
2023,6066253000144
2023,6066268000102
2023,6066360000172
2023,6066387000165
2023,6066392000178
2023,6066493000149
2023,6066618000130
2023,6066753000186
2023,6066770000113
2023,6066832000197
2023,6067019000131
2023,6067020000166
2023,6067041000181
2023,6067054000150
2023,6067119000168
2023,6067230000154
2023,6067248000156
2023,6067293000100
2023,6067497000141
2023,6067665000107
2023,6067931000193
2023,6067949000195
2023,6067972000503
2023,6068071000102
2023,6068097000150
2023,6068147000108
2023,6068410000150
2023,6068474000151
2023,6068493000188
2023,6068584000113
2023,6068735000133
2023,6068745000179
2023,6068749000157
2023,6068766000194
2023,6068831000181
2023,6069123000165
2023,6069125000154
2023,6069133000109
2023,6069139000178
2023,6069159000149
2023,6069277000157
2023,6069286000148
2023,6069554000121
2023,6069703000152
2023,6069717000176
2023,6069824000102
2023,6069860000168
2023,6069956000126
2023,6070103000104
2023,6070109000181
2023,6070252000173
2023,6070321000149
2023,6070376000159
2023,6070400000150
2023,6070793000100
2023,6070815000123
2023,6070958000135
2023,6071050000146
2023,6071210000157
2023,6071627000110
2023,6071706000120
2023,6071753000174
2023,6071986000177
2023,6072009000194
2023,6072072000120
2023,6072154000175
2023,6072176000135
2023,6072207000158
2023,6072452000165
2023,6072556000170
2023,6072825000106
2023,6073055000108
2023,6073075000189
2023,6073358000120
2023,6073382000160
2023,6073566000120
2023,6073627000159
2023,6073727000185
2023,6073739000100
2023,6073995000105
2023,6074087000128
2023,6074110000184
2023,6074206000142
2023,6074316000104
2023,6074411000108
2023,6074543000130
2023,6074634000175
2023,6074662000192
2023,6074749000160
2023,6074895000195
2023,6075104000141
2023,6075159000151
2023,6075164000164
2023,6075540000110
2023,6075614000119
2023,6076039000179
2023,6076693000182
2023,6076809000183
2023,6077025000170
2023,6077120000173
2023,6077193000165
2023,6077203000162
2023,6077403000115
2023,6077409000192
2023,6077421000105
2023,6077554000173
2023,6077568000197
2023,6077593000170
2023,6077688000194
2023,6077760000183
2023,6078104000103
2023,6078468000185
2023,6078532000128
2023,6078715000143
2023,6078780000179
2023,6078834000104
2023,6078921000153
2023,6078926000186
2023,6078944000168
2023,6079147000103
2023,6079193000102
2023,6079371000197
2023,6079472000168
2023,6079674000100
2023,6079797000140
2023,6079829000108
2023,6080023000130
2023,6080116000164
2023,6080206000155
2023,6080247000141
2023,6080307000126
2023,6080319000150
2023,6080324000163
2023,6080347000178
2023,6080414000154
2023,6080439000158
2023,6080534000151
2023,6080985000199
2023,6081203000306
2023,6081319000175
2023,6081417000102
2023,6081458000107
2023,6081478000170
2023,6081571000184
2023,6081592000108
2023,6081695000160
2023,6081700000134
2023,6081720000105
2023,6081827000153
2023,6081987000100
2023,6081995000149
2023,6082009000175
2023,6082023000179
2023,6082419000116
2023,6082519000142
2023,6082677000100
2023,6082918000103
2023,6083108000171
2023,6083138000188
2023,6083148000113
2023,6083222000100
2023,6083327000150
2023,6083338000130
2023,6083355000178
2023,6083500000110
2023,6083547000184
2023,6083572000168
2023,6083660000160
2023,6083686000108
2023,6083768000152
2023,6083807000111
2023,6084454000174
2023,6084516000148
2023,6084605000194
2023,6084614000185
2023,6084634000156
2023,6085003000151
2023,6085151000176
2023,6085164000145
2023,6085212000103
2023,6085429000105
2023,6085510000195
2023,6085512000184
2023,6085938000138
2023,6085992000183
2023,6086119000105
2023,6086196000165
2023,6086255000103
2023,6086262000105
2023,6086445000112
2023,6086562000186
2023,6086578000199
2023,6086713000104
2023,6086726000175
2023,6086736000100
2023,6086739000144
2023,6086742000168
2023,6086785000143
2023,6086872000109
2023,6086906000157
2023,6086958000123
2023,6087147000147
2023,6087254000175
2023,6087525000192
2023,6087572000136
2023,6087635000154
2023,6087717000107
2023,6087721000167
2023,6087823000182
2023,6087866000168
2023,6087933000144
2023,6088000000171
2023,6088039000199
2023,6088101000142
2023,6088198000193
2023,6088229000106
2023,6088295000186
2023,6088375000131
2023,6088542000144
2023,6088544000133
2023,6088593000176
2023,6088654000103
2023,6088741000152
2023,6088958000162
2023,6089071000199
2023,6089166000102
2023,6089278000163
2023,6089521000143
2023,6089566000118
2023,6089613000123
2023,6089672000100
2023,6089746000108
2023,6090064000107
2023,6090212000193
2023,6090261000126
2023,6090271000161
2023,6090525000141
2023,6090894000134
2023,6090902000142
2023,6090920000124
2023,6090977000123
2023,6091026000179
2023,6091067000165
2023,6091119000101
2023,6091170000105
2023,6091481000174
2023,6091486000105
2023,6091518000164
2023,6091637000117
2023,6091645000163
2023,6091736000107
2023,6091767000150
2023,6091792000133
2023,6091802000130
2023,6091949000120
2023,6092049000106
2023,6092089000140
2023,6092165000117
2023,6092176000105
2023,6092244000128
2023,6092428000198
2023,6092539000102
2023,6092671000106
2023,6092767000174
2023,6092854000121
2023,6092879000125
2023,6092916000103
2023,6092929000174
2023,6093114000100
2023,6093198000181
2023,6093343000124
2023,6093374000185
2023,6093562000103
2023,6093568000180
2023,6093609000139
2023,6093708000110
2023,6093740000104
2023,6093808000147
2023,6094071000187
2023,6094261000102
2023,6094381000100
2023,6094499000120
2023,6094934000116
2023,6094971000124
2023,6095125000129
2023,6095204000130
2023,6095211000131
2023,6095229000133
2023,6095235000190
2023,6095308000144
2023,6095466000102
2023,6095592000159
2023,6095896000116
2023,6096110000185
2023,6096117000105
2023,6096144000170
2023,6096335000131
2023,6096368000181
2023,6096520000126
2023,6096763000164
2023,6096958000104
2023,6097090000167
2023,6097124000113
2023,6097469000177
2023,6097503000103
2023,6097583000105
2023,6097676000121
2023,6097727000115
2023,6097777000100
2023,6097786000193
2023,6097838000121
2023,6098094000160
2023,6098102000178
2023,6098122000149
2023,6098194000196
2023,6098243000190
2023,6098286000176
2023,6098409000179
2023,6098460000180
2023,6098636000102
2023,6098802000162
2023,6098840000115
2023,6098906000177
2023,6099150000180
2023,6099229000101
2023,6099265000175
2023,6099476000108
2023,6099537000137
2023,6099586000170
2023,6099597000150
2023,6099708000128
2023,6100103000100
2023,6100307000140
2023,6100330000135
2023,6100360000141
2023,6100401000108
2023,6100430000161
2023,6100479000114
2023,6100513000150
2023,6100667000142
2023,6100809000171
2023,6100868000140
2023,6100892000189
2023,6100908000153
2023,6100938000160
2023,6101077000134
2023,6101150000178
2023,6101196000197
2023,6101230000123
2023,6101292000135
2023,6101379000102
2023,6101470000128
2023,6101609000133
2023,6101633000172
2023,6101721000174
2023,6101983000139
2023,6102153000126
2023,6102240000183
2023,6102252000108
2023,6102274000178
2023,6102401000139
2023,6102466000184
2023,6102585000137
2023,6102655000157
2023,6102711000153
2023,6102733000113
2023,6102869000123
2023,6103060000116
2023,6103086000164
2023,6103087000109
2023,6103122000270
2023,6103445000183
2023,6103531000196
2023,6103610000105
2023,6103653000182
2023,6103671000164
2023,6103787000101
2023,6103827000107
2023,6104147000108
2023,6104157000143
2023,6104282000153
2023,6104299000100
2023,6104349000150
2023,6104356000151
2023,6104484000103
2023,6104529000131
2023,6104556000104
2023,6104619000122
2023,6104644000106
2023,6104785000129
2023,6104856000193
2023,6105025000136
2023,6105177000139
2023,6105303000155
2023,6105333000161
2023,6105362000123
2023,6105496000306
2023,6105520000145
2023,6105686000161
2023,6105781000165
2023,6105854000119
2023,6106005000180
2023,6106085000173
2023,6106105000106
2023,6106120000154
2023,6106148000191
2023,6106206000187
2023,6106220000180
2023,6106465000108
2023,6106475000143
2023,6106526000137
2023,6106630000121
2023,6106714000165
